06.26031, -75.57717, Especie: Inga edulis<br>Hábito: Árbol<br>Coord_Y: 6.2603062289<br>Coord_X: -75.577171245893652
06.26036, -75.57718, Especie: Spathodea campanulata<br>Hábito: Árbol<br>Coord_Y: 6.2603649406<br>Coord_X: -75.577175814867303
06.26015, -75.57745, Especie: Roystonea regia<br>Hábito: Palma<br>Coord_Y: 6.2601549451<br>Coord_X: -75.577451774701402
06.26036, -75.57606, Especie: Eucalyptus sp<br>Hábito: Árbol<br>Coord_Y: 6.2603567475<br>Coord_X: -75.576060568623447
06.26034, -75.57601, Especie: Eucalyptus citriodora<br>Hábito: Árbol<br>Coord_Y: 6.2603407302<br>Coord_X: -75.576014307497829
06.26031, -75.57592, Especie: Hura crepitans<br>Hábito: Árbol<br>Coord_Y: 6.2603123680<br>Coord_X: -75.575921062142100
06.26028, -75.57588, Especie: Hura crepitans<br>Hábito: Árbol<br>Coord_Y: 6.2602845891<br>Coord_X: -75.575880636125660
06.26023, -75.57582, Especie: Caesalpinia pluviosa var peltophoroides<br>Hábito: Árbol<br>Coord_Y: 6.2602274941<br>Coord_X: -75.575823987819547
06.26019, -75.57577, Especie: Mangifera indica<br>Hábito: Árbol<br>Coord_Y: 6.2601850718<br>Coord_X: -75.575770315660947
06.26013, -75.57583, Especie: Myrciaria cauliflora<br>Hábito: Arbusto<br>Coord_Y: 6.2601291245<br>Coord_X: -75.575825908168724
06.26020, -75.57591, Especie: Pachira speciosa<br>Hábito: Árbol<br>Coord_Y: 6.2602000933<br>Coord_X: -75.575908271260062
06.26025, -75.57597, Especie: Pachira speciosa<br>Hábito: Árbol<br>Coord_Y: 6.2602468927<br>Coord_X: -75.575971492428394
06.26015, -75.57595, Especie: Erythrina fusca<br>Hábito: Árbol<br>Coord_Y: 6.2601471137<br>Coord_X: -75.575952868532468
06.26018, -75.57599, Especie: Crescentia cujete<br>Hábito: Árbol<br>Coord_Y: 6.2601837138<br>Coord_X: -75.575988918213994
06.26029, -75.57601, Especie: Fraxinus uhdei<br>Hábito: Árbol<br>Coord_Y: 6.2602886291<br>Coord_X: -75.576008290340297
06.26026, -75.57605, Especie: Jacaranda mimosifolia<br>Hábito: Árbol<br>Coord_Y: 6.2602620901<br>Coord_X: -75.576047827932442
06.26024, -75.57614, Especie: Mangifera indica<br>Hábito: Árbol<br>Coord_Y: 6.2602434665<br>Coord_X: -75.576143140060353
06.26020, -75.57610, Especie: Mangifera indica<br>Hábito: Árbol<br>Coord_Y: 6.2602039511<br>Coord_X: -75.576099746268810
