x;y;species;natural;denotation;age;family;genus;leaf_type;health;object:city;relation:site
-75,57896008;6,26004966;Tabebuia pallida;tree;university;mature;Bignoniaceae;Tabebuia; ; ;Medellin;Volador
-75,57903658;6,26006659;Tabebuia pallida;tree;university;mature;Bignoniaceae;Tabebuia; ; ;Medellin;Volador
-75,57904789;6,26000786;Coccoloba acuminata;tree;university;mature;Polygonaceae;Coccoloba; ; ;Medellin;Volador
-75,57897821;6,25999666;Coccoloba acuminata;tree;university;mature;Polygonaceae;Coccoloba; ; ;Medellin;Volador
-75,57889819;6,25998299;Coccoloba acuminata;tree;university;mature;Polygonaceae;Coccoloba; ; ;Medellin;Volador
-75,57882846;6,25996632;Coccoloba acuminata;tree;university;mature;Polygonaceae;Coccoloba; ; ;Medellin;Volador
-75,57884389;6,25991534;Flacourtia indica;tree;university;mature;Salicaceae;Flacourtia; ; ;Medellin;Volador
-75,5789045;6,25992377;Flacourtia indica;tree;university;mature;Salicaceae;Flacourtia; ; ;Medellin;Volador
-75,57899328;6,25993691;Flacourtia indica;tree;university;mature;Salicaceae;Flacourtia; ; ;Medellin;Volador
-75,57906203;6,25994931;Flacourtia indica;tree;university;mature;Salicaceae;Flacourtia; ; ;Medellin;Volador
-75,57891918;6,25992985;Hymenaea oblongifolia;tree;university;young;Fabaceae;Hymenaea; ; ;Medellin;Volador
-75,57888664;6,25985707;Coccoloba acuminata;tree;university;mature;Polygonaceae;Coccoloba; ; ;Medellin;Volador
-75,57893068;6,25986911;Flacourtia indica;tree;university;mature;Salicaceae;Flacourtia; ; ;Medellin;Volador
-75,57897615;6,2598815;Coccoloba acuminata;tree;university;mature;Polygonaceae;Coccoloba; ; ;Medellin;Volador
-75,57540801;6,26261201;Annona glabra;tree;university;mature;Annonaceae;Annona; ; ;Medellin;Volador
-75,57542224;6,2624662;Annona purpurea;tree;university;mature;Annonaceae;Annona; ; ;Medellin;Volador
-75,57542096;6,2624378;Malvaviscus arboreus;tree;university;young;Malvaceae;Malvaviscus; ; ;Medellin;Volador
-75,57525216;6,26250197;Ceiba pentandra;tree;university;young;Malvaceae;Ceiba; ; ;Medellin;Volador
-75,57525484;6,26243516;Ceiba pentandra;tree;university;young;Malvaceae;Ceiba; ; ;Medellin;Volador
-75,57525147;6,26175172;Mangifera indica;tree;university;mature;Anacardiaceae;Mangifera; ; ;Medellin;Volador
-75,57524272;6,26161793;Carica papaya;tree;university;young;Caricaceae;Carica; ; ;Medellin;Volador
-75,57555348;6,26128752;Cecropia sp.;tree;university;mature;Urticaceae;Cecropia; ; ;Medellin;Volador
-75,57525426;6,26134584;Cascabela thevetia;tree;university;mature;Apocynaceae;Cascabela; ; ;Medellin;Volador
-75,5752433;6,26126672;Cascabela thevetia;tree;university;mature;Apocynaceae;Cascabela; ; ;Medellin;Volador
-75,57528267;6,26130463;Luehea seemannii;tree;university;mature;Malvaceae;Luehea; ; ;Medellin;Volador
-75,57544192;6,26114849;Psidium sp.;tree;university;young;Myrtaceae;Psidium; ; ;Medellin;Volador
-75,5754304;6,26120862;Pouteria sp.;tree;university;young;Sapotaceae;Pouteria; ; ;Medellin;Volador
-75,57538273;6,26120582;Fabaceae;tree;university;young;Fabaceae; ; ; ;Medellin;Volador
-75,57566798;6,26479399;Ficus benjamina;tree;university;mature;Moraceae;Ficus; ; ;Medellin;Volador
-75,57942171;6,26009236;schinus terebinthifolius;tree;university;mature;Anacardiaceae;Schinus; ; ;Medellin;Volador
-75,57937471;6,26048792;Cecropia peltata;tree;university;mature;Urticaceae;Cecropia; ; ;Medellin;Volador
-75,57913082;6,26002644;Flacourtia indica;tree;university;mature;Salicaceae;Flacourtia; ; ;Medellin;Volador
-75,57920998;6,26003728;Flacourtia indica;tree;university;mature;Salicaceae;Flacourtia; ; ;Medellin;Volador
-75,57926187;6,26004922;Flacourtia indica;tree;university;mature;Salicaceae;Flacourtia; ; ;Medellin;Volador
-75,57934103;6,26006729;Flacourtia indica;tree;university;mature;Salicaceae;Flacourtia; ; ;Medellin;Volador
-75,57934312;6,26012998;Coccoloba acuminata;tree;university;mature;Polygonaceae;Coccoloba; ; ;Medellin;Volador
-75,57929669;6,26011782;Roystonea regia;tree;university;young;Arecaceae;Roystonea;palm; ;Medellin;Volador
-75,57925394;6,26010522;Coccoloba acuminata;tree;university;mature;Polygonaceae;Coccoloba; ; ;Medellin;Volador
-75,57919292;6,26009395;Coccoloba acuminata;tree;university;mature;Polygonaceae;Coccoloba; ; ;Medellin;Volador
-75,57912601;6,26007922;Coccoloba acuminata;tree;university;mature;Polygonaceae;Coccoloba; ; ;Medellin;Volador
-75,57910193;6,26014134;Tabebuia pallida;tree;university;mature;Bignoniaceae;Tabebuia; ; ;Medellin;Volador
-75,57917898;6,26015463;Tabebuia pallida;tree;university; ;Bignoniaceae;Tabebuia; ;0;Medellin;Volador
-75,57925235;6,26016836;Tabebuia pallida;tree;university;mature;Bignoniaceae;Tabebuia; ; ;Medellin;Volador
-75,57933318;6,26018755;Tabebuia pallida;tree;university;mature;Bignoniaceae;Tabebuia; ; ;Medellin;Volador
-75,57932324;6,26025235;Bulnesia arborea;tree;university;mature;Zygophyllaceae;Gonopterodendron; ; ;Medellin;Volador
-75,57924219;6,26023494;Bulnesia arborea;tree;university;mature;Zygophyllaceae;Gonopterodendron; ; ;Medellin;Volador
-75,57916726;6,26021921;Bulnesia arborea;tree;university;mature;Zygophyllaceae;Gonopterodendron; ; ;Medellin;Volador
-75,57908609;6,26020269;Bulnesia arborea;tree;university;mature;Zygophyllaceae;Gonopterodendron; ; ;Medellin;Volador
-75,5790678;6,26026192;Pera arborea;tree;university;mature;Peraceae;Pera; ; ;Medellin;Volador
-75,57915354;6,2602781;Pera arborea;tree;university;mature;Peraceae;Pera; ; ;Medellin;Volador
-75,57922858;6,26029295;Pera arborea;tree;university;mature;Peraceae;Pera; ; ;Medellin;Volador
-75,57931453;6,26030735;Pera arborea;tree;university;mature;Peraceae;Pera; ; ;Medellin;Volador
-75,5792977;6,26036224;Sapindus drummondii;tree;university;mature;Sapindaceae;Sapindus; ; ;Medellin;Volador
-75,5792202;6,26034528;Sapindus drummondii;tree;university;mature;Sapindaceae;Sapindus; ; ;Medellin;Volador
-75,57914427;6,26033032;Sapindus drummondii;tree;university;mature;Sapindaceae;Sapindus; ; ;Medellin;Volador
-75,57906344;6,26031114;Sapindus drummondii;tree;university;mature;Sapindaceae;Sapindus; ; ;Medellin;Volador
-75,57905194;6,26037393;Melicoccus oliviformis;tree;university;mature;Sapindaceae;Melicoccus; ; ;Medellin;Volador
-75,5791301;6,26038555;Melicoccus oliviformis;tree;university;mature;Sapindaceae;Melicoccus; ; ;Medellin;Volador
-75,57920893;6,26039905;Melicoccus oliviformis;tree;university;mature;Sapindaceae;Melicoccus; ; ;Medellin;Volador
-75,57928487;6,26041401;Melicoccus oliviformis;tree;university;mature;Sapindaceae;Melicoccus; ; ;Medellin;Volador
-75,57927387;6,26047685;Hasseltia floribunda;tree;university;mature;Salicaceae;Hasseltia; ; ;Medellin;Volador
-75,57917809;6,2604554;Duranta repens;tree;university;mature;Verbenaceae;Duranta; ; ;Medellin;Volador
-75,57911921;6,26044191;Hasseltia floribunda;tree;university;mature;Salicaceae;Hasseltia; ; ;Medellin;Volador
-75,57905674;6,26044406;Melicoccus oliviformis;tree;university;mature;Sapindaceae;Melicoccus; ; ;Medellin;Volador
-75,57911478;6,26045926;Melicoccus oliviformis;tree;university;mature;Sapindaceae;Melicoccus; ; ;Medellin;Volador
-75,57918938;6,26047766;Melicoccus oliviformis;tree;university;mature;Sapindaceae;Melicoccus; ; ;Medellin;Volador
-75,57924895;6,26048966;Melicoccus oliviformis;tree;university;mature;Sapindaceae;Melicoccus; ; ;Medellin;Volador
-75,57929413;6,26049743;Tabebuia pallida;tree;university;mature;Bignoniaceae;Tabebuia; ; ;Medellin;Volador
-75,57933967;6,26050054;Tabebuia pallida;tree;university;mature;Bignoniaceae;Tabebuia; ; ;Medellin;Volador
-75,57903506;6,26049699;Pera arborea;tree;university;mature;Peraceae;Pera; ; ;Medellin;Volador
-75,57525587;6,26406918;Persea americana;tree;university;young;Lauraceae;Persea; ; ;Medellin;Volador
-75,57528119;6,26486232;Swietenia macrophylla;tree;university;mature;Meliaceae;Swietenia; ; ;Medellin;Volador
-75,57534345;6,26489885;Maclura tinctoria;tree;university;mature;Moraceae;Maclura; ; ;Medellin;Volador
-75,57531135;6,26485416;Handroanthus sp.;tree;university;young;Bignoniaceae;Handroanthus; ; ;Medellin;Volador
-75,5752924;6,26493756;Swietenia macrophylla;tree;university;mature;Meliaceae;Swietenia; ; ;Medellin;Volador
-75,57536233;6,26494532;Caesalpinia ebano;tree;university;mature;Fabaceae;Libidibia; ; ;Medellin;Volador
-75,57609148;6,26597931;Handroanthus sp.;tree;university;mature;Bignoniaceae;Handroanthus; ; ;Medellin;Volador
-75,57602968;6,26583552;Eugenia paniculata;tree;university;mature;Myrtaceae;Eugenia; ; ;Medellin;Volador
-75,57602244;6,265828;Eugenia paniculata;tree;university;mature;Myrtaceae;Eugenia; ; ;Medellin;Volador
-75,57601444;6,26581724;Eugenia paniculata;tree;university;mature;Myrtaceae;Eugenia; ; ;Medellin;Volador
-75,57599929;6,26579791;Eugenia paniculata;tree;university;mature;Myrtaceae;Eugenia; ; ;Medellin;Volador
-75,57601755;6,26582379;Eugenia paniculata;tree;university;mature;Myrtaceae;Eugenia; ; ;Medellin;Volador
-75,57601114;6,26581188;Eugenia paniculata;tree;university;mature;Myrtaceae;Eugenia; ; ;Medellin;Volador
-75,5760088;6,26580868;Eugenia paniculata;tree;university;mature;Myrtaceae;Eugenia; ; ;Medellin;Volador
-75,57600559;6,26580602;Eugenia paniculata;tree;university;mature;Myrtaceae;Eugenia; ; ;Medellin;Volador
-75,57600263;6,26580249;Eugenia paniculata;tree;university;mature;Myrtaceae;Eugenia; ; ;Medellin;Volador
-75,57603984;6,26584511;Eugenia paniculata;tree;university;mature;Myrtaceae;Eugenia; ; ;Medellin;Volador
-75,5760357;6,26584117;Eugenia paniculata;tree;university;mature;Myrtaceae;Eugenia; ; ;Medellin;Volador
-75,57562321;6,26542551;Yucca elephantipes;tree;university;mature;Asparagaceae;Yucca;palm; ;Medellin;Volador
-75,57564243;6,26544224;Erythrina fusca;tree;university;mature;Fabaceae;Erythrina; ; ;Medellin;Volador
-75,57565255;6,26544633;Terminalia catappa;tree;university;mature;Combretaceae;Terminalia; ; ;Medellin;Volador
-75,57559612;6,26541962;Bischofia javanica;tree;university;mature;Phyllanthaceae;Bischofia; ; ;Medellin;Volador
-75,57560392;6,2654195;Cordia alliodora;tree;university;mature;Cordiaceae;Cordia; ; ;Medellin;Volador
-75,57529978;6,26486623;Swietenia macrophylla;tree;university;mature;Meliaceae;Swietenia; ; ;Medellin;Volador
-75,57531658;6,26491491;Swietenia macrophylla;tree;university;mature;Meliaceae;Swietenia; ; ;Medellin;Volador
-75,57534863;6,26492773;Alchornea costaricensis;tree;university;mature;Euphorbiaceae;Alchornea; ; ;Medellin;Volador
-75,57533285;6,26491933;Erythrina fusca;tree;university;mature;Fabaceae;Erythrina; ; ;Medellin;Volador
-75,57537671;6,26500836;Triplaris americana;tree;university;mature;Polygonaceae;Triplaris; ; ;Medellin;Volador
-75,57546913;6,26521647;Tabebuia rosea;tree;university;young;Bignoniaceae;Tabebuia; ; ;Medellin;Volador
-75,57554857;6,26521022;Erythrina fusca;tree;university;young;Fabaceae;Erythrina; ; ;Medellin;Volador
-75,57549289;6,26514696;Bixa orellana;tree;university;mature;Bixaceae;Bixa; ; ;Medellin;Volador
-75,57533784;6,26492384;Spathodea campanulata;tree;university;mature;Bignoniaceae;Spathodea; ; ;Medellin;Volador
-75,57533135;6,26488913;Erythrina fusca;tree;university;mature;Fabaceae;Erythrina; ; ;Medellin;Volador
-75,57551193;6,26506291;Swietenia macrophylla;tree;university;mature;Meliaceae;Swietenia; ; ;Medellin;Volador
-75,5755372;6,26503078;Guarea guidonia;tree;university;mature;Meliaceae;Guarea; ; ;Medellin;Volador
-75,57553676;6,2650944;Cedrela odorata;tree;university; ;Meliaceae;Cedrela; ;0;Medellin;Volador
-75,57557739;6,26508921;Cedrela odorata;tree;university;mature;Meliaceae;Cedrela; ; ;Medellin;Volador
-75,57553737;6,26513373;Bischofia javanica;tree;university;mature;Phyllanthaceae;Bischofia; ; ;Medellin;Volador
-75,57554464;6,26517172;Citrus sp.;tree;university;mature;Rutaceae;Citrus; ; ;Medellin;Volador
-75,57567589;6,26516138;Bischofia javanica;tree;university;mature;Phyllanthaceae;Bischofia; ; ;Medellin;Volador
-75,57566625;6,26498785;Bischofia javanica;tree;university;mature;Phyllanthaceae;Bischofia; ; ;Medellin;Volador
-75,5756783;6,26498785;Bischofia javanica;tree;university;mature;Phyllanthaceae;Bischofia; ; ;Medellin;Volador
-75,57569752;6,26501405;Bischofia javanica;tree;university;mature;Phyllanthaceae;Bischofia; ; ;Medellin;Volador
-75,57573523;6,26505093;Swietenia macrophylla;tree;university;mature;Meliaceae;Swietenia; ; ;Medellin;Volador
-75,57576467;6,26505179;Bambusa sp.;tree;university;mature;Poaceae;Bambusa; ; ;Medellin;Volador
-75,5757213;6,26400606;Spathodea campanulata;tree;university;mature;Bignoniaceae;Spathodea; ; ;Medellin;Volador
-75,57589301;6,26412514;Handroanthus chrysanthus;tree;university;young;Bignoniaceae;Handroanthus; ; ;Medellin;Volador
-75,57591447;6,26423625;Acnistus arborescens;tree;university;mature;Solanaceae;Iochroma; ; ;Medellin;Volador
-75,57589116;6,26427545;Mangifera indica;tree;university;mature;Anacardiaceae;Mangifera; ; ;Medellin;Volador
-75,57589353;6,26426159;Dilodendron costaricense;tree;university;mature;Sapindaceae;Dilodendron; ; ;Medellin;Volador
-75,57588867;6,2643136;Handroanthus chrysanthus;tree;university;young;Bignoniaceae;Handroanthus; ; ;Medellin;Volador
-75,57588384;6,26435636;Ochroma pyramidale;tree;university;mature;Malvaceae;Ochroma; ; ;Medellin;Volador
-75,57588247;6,26440261;Flacourtia indica;tree;university;mature;Salicaceae;Flacourtia; ; ;Medellin;Volador
-75,57587759;6,26445809;Melicoccus bijugatus;tree;university;mature;Sapindaceae;Melicoccus; ; ;Medellin;Volador
-75,57587258;6,26454017;Eucalyptus citriodora;tree;university;mature;Myrtaceae;Corymbia; ; ;Medellin;Volador
-75,57587258;6,26454017;Inga edulis;tree;university;young;Fabaceae;Inga; ; ;Medellin;Volador
-75,57586629;6,26464768;Albizia guachapele;tree;university;mature;Fabaceae;Pseudosamanea; ; ;Medellin;Volador
-75,57586138;6,2647101;Eucalyptus citriodora;tree;university;mature;Myrtaceae;Corymbia; ; ;Medellin;Volador
-75,57585769;6,26475749;Eucalyptus citriodora;tree;university;mature;Myrtaceae;Corymbia; ; ;Medellin;Volador
-75,57587143;6,26478531;Eucalyptus citriodora;tree;university;mature;Myrtaceae;Corymbia; ; ;Medellin;Volador
-75,57586779;6,26482345;Eucalyptus citriodora;tree;university;mature;Myrtaceae;Corymbia; ; ;Medellin;Volador
-75,57586883;6,26484774;Eucalyptus citriodora;tree;university;mature;Myrtaceae;Corymbia; ; ;Medellin;Volador
-75,57586529;6,26486275;Eucalyptus citriodora;tree;university;mature;Myrtaceae;Corymbia; ; ;Medellin;Volador
-75,57589737;6,26488168;Bambusa vulgaris;tree;university;mature;Poaceae;Bambusa; ; ;Medellin;Volador
-75,57594688;6,26486932;Bambusa vulgaris;tree;university;mature;Poaceae;Bambusa; ; ;Medellin;Volador
-75,5760413;6,26486616;Bambusa vulgaris;tree;university;mature;Poaceae;Bambusa; ; ;Medellin;Volador
-75,5757213;6,26400606;Spathodea campanulata;tree;university;mature;Bignoniaceae;Spathodea; ; ;Medellin;Volador
-75,57589301;6,26412514;Handroanthus chrysanthus;tree;university;young;Bignoniaceae;Handroanthus; ; ;Medellin;Volador
-75,57591447;6,26423625;Acnistus arborescens;tree;university;mature;Solanaceae;Iochroma; ; ;Medellin;Volador
-75,57589116;6,26427545;Mangifera indica;tree;university;mature;Anacardiaceae;Mangifera; ; ;Medellin;Volador
-75,57589353;6,26426159;Dilodendron costaricense;tree;university;mature;Sapindaceae;Dilodendron; ; ;Medellin;Volador
-75,57588867;6,2643136;Handroanthus chrysanthus;tree;university;young;Bignoniaceae;Handroanthus; ; ;Medellin;Volador
-75,57588384;6,26435636;Ochroma pyramidale;tree;university;mature;Malvaceae;Ochroma; ; ;Medellin;Volador
-75,57588247;6,26440261;Flacourtia indica;tree;university;mature;Salicaceae;Flacourtia; ; ;Medellin;Volador
-75,57587759;6,26445809;Melicoccus bijugatus;tree;university;mature;Sapindaceae;Melicoccus; ; ;Medellin;Volador
-75,57587258;6,26454017;Eucalyptus citriodora;tree;university;mature;Myrtaceae;Corymbia; ; ;Medellin;Volador
-75,57587258;6,26454017;Inga edulis;tree;university;young;Fabaceae;Inga; ; ;Medellin;Volador
-75,57586629;6,26464768;Albizia guachapele;tree;university;mature;Fabaceae;Pseudosamanea; ; ;Medellin;Volador
-75,57586138;6,2647101;Eucalyptus citriodora;tree;university;mature;Myrtaceae;Corymbia; ; ;Medellin;Volador
-75,57585769;6,26475749;Eucalyptus citriodora;tree;university;mature;Myrtaceae;Corymbia; ; ;Medellin;Volador
-75,57587143;6,26478531;Eucalyptus citriodora;tree;university;mature;Myrtaceae;Corymbia; ; ;Medellin;Volador
-75,57586779;6,26482345;Eucalyptus citriodora;tree;university;mature;Myrtaceae;Corymbia; ; ;Medellin;Volador
-75,57586883;6,26484774;Eucalyptus citriodora;tree;university;mature;Myrtaceae;Corymbia; ; ;Medellin;Volador
-75,57586529;6,26486275;Eucalyptus citriodora;tree;university;mature;Myrtaceae;Corymbia; ; ;Medellin;Volador
-75,57589737;6,26488168;Bambusa vulgaris;tree;university;mature;Poaceae;Bambusa; ; ;Medellin;Volador
-75,57594688;6,26486932;Bambusa vulgaris;tree;university;mature;Poaceae;Bambusa; ; ;Medellin;Volador
-75,5760413;6,26486616;Bambusa vulgaris;tree;university;mature;Poaceae;Bambusa; ; ;Medellin;Volador
-75,57663714;6,26087914;Annona purpurea;tree;university;young;Annonaceae;Annona; ; ;Medellin;Volador
-75,57630061;6,26575592;Handroanthus chrysanthus;tree;university;young;Bignoniaceae;Handroanthus; ; ;Medellin;Volador
-75,57626559;6,26575336;Samanea saman;tree;university;young;Fabaceae;Samanea; ; ;Medellin;Volador
-75,5762709;6,26581692;Persea americana;tree;university;young;Lauraceae;Persea; ; ;Medellin;Volador
-75,57604984;6,26591515;Handroanthus sp.;tree;university;mature;Bignoniaceae;Handroanthus; ; ;Medellin;Volador
-75,57606185;6,26586153;Eugenia paniculata;tree;university;mature;Myrtaceae;Eugenia; ; ;Medellin;Volador
-75,57607508;6,26586153;Eugenia paniculata;tree;university;mature;Myrtaceae;Eugenia; ; ;Medellin;Volador
-75,57606918;6,26586153;Eugenia paniculata;tree;university;mature;Myrtaceae;Eugenia; ; ;Medellin;Volador
-75,57608153;6,26586153;Eugenia paniculata;tree;university;mature;Myrtaceae;Eugenia; ; ;Medellin;Volador
-75,57609267;6,26586153;Eugenia paniculata;tree;university;mature;Myrtaceae;Eugenia; ; ;Medellin;Volador
-75,5761017;6,26586153;Eugenia paniculata;tree;university;mature;Myrtaceae;Eugenia; ; ;Medellin;Volador
-75,57610626;6,26586153;Eugenia paniculata;tree;university;mature;Myrtaceae;Eugenia; ; ;Medellin;Volador
-75,57633448;6,26376471;Albizia guachapele;tree;university;mature;Fabaceae;Pseudosamanea; ; ;Medellin;Volador
-75,57628181;6,26375521;Sabal domingensis;tree;university;young;Arecaceae;Sabal;palm; ;Medellin;Volador
-75,57635092;6,26370385;Persea americana;tree;university;young;Lauraceae;Persea; ; ;Medellin;Volador
-75,57631492;6,26367721;sabal domingensis;tree;university;young;Arecaceae;Sabal;palm; ;Medellin;Volador
-75,57636892;6,26365417;Inga edulis;tree;university;mature;Fabaceae;Inga; ; ;Medellin;Volador
-75,57638332;6,26359729;Chrysophyllum cainito;tree;university;young;Sapotaceae;Chrysophyllum; ; ;Medellin;Volador
-75,57634804;6,26356274;Archontophoenix alexandrae;tree;university;young;Arecaceae;Archontophoenix;palm; ;Medellin;Volador
-75,57639844;6,26354474;pachira speciosa;tree;university;young;Malvaceae;Pachira; ; ;Medellin;Volador
-75,57637468;6,26350082;Syagrus romanzoffiana;tree;university;mature;Arecaceae;Syagrus;palm; ;Medellin;Volador
-75,57641212;6,26350226;Spathodea campanulata;tree;university;mature;Bignoniaceae;Spathodea; ; ;Medellin;Volador
-75,57638908;6,2634497;Archontophoenix alexandrae;tree;university;young;Arecaceae;Archontophoenix;palm; ;Medellin;Volador
-75,57642364;6,2634389;Syagrus romanzoffiana;tree;university;young;Arecaceae;Syagrus;palm; ;Medellin;Volador
-75,57643516;6,26341442;Albizia guachapele;tree;university;mature;Fabaceae;Pseudosamanea; ; ;Medellin;Volador
-75,57640492;6,26339066;Attalea amygdalina;tree;university;young;Arecaceae;Attalea;palm; ;Medellin;Volador
-75,57644452;6,2633777;Hymenaea courbaril;tree;university;young;Fabaceae;Hymenaea; ; ;Medellin;Volador
-75,57673031;6,26291501;Albizia guachapele;tree;university;young;Fabaceae;Pseudosamanea; ; ;Medellin;Volador
-75,57720433;6,26266322;Dypsis lutescens;tree;university;young;Arecaceae;Dypsis;palm; ;Medellin;Volador
-75,57721983;6,26270405;Dypsis lutescens;tree;university;young;Arecaceae;Dypsis;palm; ;Medellin;Volador
-75,57535416;6,26404628;Mangifera indica;tree;university;mature;Anacardiaceae;Mangifera; ; ;Medellin;Volador
-75,57525377;6,26408115;Talipariti elatum;tree;university;mature;Malvaceae;Talipariti; ; ;Medellin;Volador
-75,57529913;6,26417393;Ficus sp.;tree;university;mature;Moraceae;Ficus; ; ;Medellin;Volador
-75,57674586;6,26414802;Livistona chinensis;tree;university;mature;Arecaceae;Livistona;palm; ;Medellin;Volador
-75,57673681;6,26418976;Livistona chinensis;tree;university;mature;Arecaceae;Livistona;palm; ;Medellin;Volador
-75,57674659;6,26419382;Bauhinia kalbreyeri;tree;university;mature;Fabaceae;Bauhinia; ; ;Medellin;Volador
-75,57672754;6,26425188;Bauhinia kalbreyeri;tree;university;mature;Fabaceae;Bauhinia; ; ;Medellin;Volador
-75,57672965;6,26429332;Livistona chinensis;tree;university;mature;Arecaceae;Livistona;palm; ;Medellin;Volador
-75,57673003;6,26441659;Bauhinia kalbreyeri;tree;university;mature;Fabaceae;Bauhinia; ; ;Medellin;Volador
-75,57672783;6,26444978;Bauhinia kalbreyeri;tree;university;mature;Fabaceae;Bauhinia; ; ;Medellin;Volador
-75,57672147;6,26453046;Livistona chinensis;tree;university;mature;Arecaceae;Livistona;palm; ;Medellin;Volador
-75,57672788;6,26453046;Livistona chinensis;tree;university;mature;Arecaceae;Livistona;palm; ;Medellin;Volador
-75,57671423;6,26453046;Livistona chinensis;tree;university;mature;Arecaceae;Livistona;palm; ;Medellin;Volador
-75,5767051;6,26450834;Bauhinia kalbreyeri;tree;university;young;Fabaceae;Bauhinia; ; ;Medellin;Volador
-75,57668004;6,26455768;Bischofia javanica;tree;university;mature;Phyllanthaceae;Bischofia; ; ;Medellin;Volador
-75,57668353;6,26456574;Aiphanes simplex;tree;university;mature;Arecaceae;Aiphanes;palm; ;Medellin;Volador
-75,57667821;6,26457591;Aiphanes simplex;tree;university;mature;Arecaceae;Aiphanes;palm; ;Medellin;Volador
-75,57666768;6,26459894;Magnolia silvioi;tree;university;mature;Magnoliaceae;Magnolia; ; ;Medellin;Volador
-75,57648572;6,26516041;Magnolia silvioi;tree;university;mature;Magnoliaceae;Magnolia; ; ;Medellin;Volador
-75,57645234;6,26514044;Acnistus arborescens;tree;university;mature;Solanaceae;Iochroma; ; ;Medellin;Volador
-75,57645659;6,2652122;Buchenavia capitata;tree;university;mature;Combretaceae;Terminalia; ; ;Medellin;Volador
-75,57644778;6,2652562;Pentaclethra macroloba;tree;university;mature;Fabaceae;Pentaclethra; ; ;Medellin;Volador
-75,57643707;6,26529498;Magnolia silvioi;tree;university;young;Magnoliaceae;Magnolia; ; ;Medellin;Volador
-75,57642674;6,2653413;Mangifera indica;tree;university;mature;Anacardiaceae;Mangifera; ; ;Medellin;Volador
-75,57641006;6,2653994;Crescentia cujete;tree;university;mature;Bignoniaceae;Crescentia; ; ;Medellin;Volador
-75,57639073;6,26536091;Rubiaceae;tree;university;mature;Rubiaceae; ; ; ;Medellin;Volador
-75,5763204;6,26521469;Jacaranda mimosifolia;tree;university;young;Bignoniaceae;Jacaranda; ; ;Medellin;Volador
-75,57634002;6,26521469;Jacaranda mimosifolia;tree;university;young;Bignoniaceae;Jacaranda; ; ;Medellin;Volador
-75,57633249;6,26521469;Jacaranda mimosifolia;tree;university;young;Bignoniaceae;Jacaranda; ; ;Medellin;Volador
-75,57625782;6,26521469;Jacaranda mimosifolia;tree;university;mature;Bignoniaceae;Jacaranda; ; ;Medellin;Volador
-75,57622377;6,2651136;Cariniana pyriformis;tree;university;young;Lecythidaceae;Cariniana; ; ;Medellin;Volador
-75,57617743;6,2651873;Cedrela odorata;tree;university;young;Meliaceae;Cedrela; ; ;Medellin;Volador
-75,57623155;6,26519761;Jacaranda mimosifolia;tree;university;young;Bignoniaceae;Jacaranda; ; ;Medellin;Volador
-75,57621907;6,2651873;Cedrela odorata;tree;university;young;Meliaceae;Cedrela; ; ;Medellin;Volador
-75,57631648;6,26571283;Mangifera indica;tree;university;young;Anacardiaceae;Mangifera; ; ;Medellin;Volador
-75,57609754;6,26514879;Cariniana pyriformis;tree;university;mature;Lecythidaceae;Cariniana; ; ;Medellin;Volador
-75,57613925;6,26514512;Cariniana pyriformis;tree;university;young;Lecythidaceae;Cariniana; ; ;Medellin;Volador
-75,57608447;6,26514879;Cariniana pyriformis;tree;university;mature;Lecythidaceae;Cariniana; ; ;Medellin;Volador
-75,57608831;6,26514879;Cariniana pyriformis;tree;university;mature;Lecythidaceae;Cariniana; ; ;Medellin;Volador
-75,57609556;6,26515054;Cariniana pyriformis;tree;university;young;Lecythidaceae;Cariniana; ; ;Medellin;Volador
-75,57638231;6,26377434;Mangifera indica;tree;university;mature;Anacardiaceae;Mangifera; ; ;Medellin;Volador
-75,57663326;6,26289865;Coccoloba uvifera;tree;university;mature;Polygonaceae;Coccoloba; ; ;Medellin;Volador
-75,57660908;6,26294175;Tabebuia aurea;tree;university;mature;Bignoniaceae;Tabebuia; ; ;Medellin;Volador
-75,57653679;6,26305626;Roystonea regia;tree;university;mature;Arecaceae;Roystonea;palm; ;Medellin;Volador
-75,57652084;6,26305626;Roystonea regia;tree;university;mature;Arecaceae;Roystonea;palm; ;Medellin;Volador
-75,57650609;6,26305626;Roystonea regia;tree;university;mature;Arecaceae;Roystonea;palm; ;Medellin;Volador
-75,57648959;6,26305626;Roystonea regia;tree;university;mature;Arecaceae;Roystonea;palm; ;Medellin;Volador
-75,57651065;6,26305626;Roystonea regia;tree;university;mature;Arecaceae;Roystonea;palm; ;Medellin;Volador
-75,57644293;6,26325161;Hyophorbe verschaffeltii;tree;university;young;Arecaceae;Hyophorbe;palm; ;Medellin;Volador
-75,57646426;6,26325586;Pouteria sp.;tree;university;mature;Sapotaceae;Pouteria; ; ;Medellin;Volador
-75,5764395;6,26328828;Pouteria sp.;tree;university;mature;Sapotaceae;Pouteria; ; ;Medellin;Volador
-75,57621442;6,26319384;Caesalpinia ebano;tree;university;young;Fabaceae;Libidibia; ; ;Medellin;Volador
-75,57624434;6,26319322;Citrus sp.;tree;university;young;Rutaceae;Citrus; ; ;Medellin;Volador
-75,57627133;6,26319428;Terminalia sp.;tree;university;young;Combretaceae;Terminalia; ; ;Medellin;Volador
